"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1365945498830577666","https://twitter.com/LisaDeBruine/status/1365945498830577666","@jorowags Just FYI (not relevant to the rest of the thread): Not everyone is American. Black History Month is October in NL and the U.K. (February is LGBTQ+ history month.)","2021-02-28 08:42 +0000","1323.0","152.0","0.11489040060468632","0.0","3.0","6.0","18.0","1.0","0.0","124.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365343386597785606","https://twitter.com/LisaDeBruine/status/1365343386597785606","@RosieGaga @NomeDaBarbarian I identify so hard with that! I haven’t solved the hunger yet, but I recently got WiFi lights and being able to control them from my phone is so good! No more realising I’ve been sitting in the dark an hour past sunset and somehow still not fixing it for another 2 hours.","2021-02-26 16:50 +0000","100.0","4.0","0.04","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365317700017348608","https://twitter.com/LisaDeBruine/status/1365317700017348608","@mjskay @polesasunder Seconded. It's annoying, but you can replace them with the unicode character code. 
https://t.co/9VdYl5yi7y","2021-02-26 15:08 +0000","195.0","12.0","0.06153846153846154","0.0","1.0","1.0","2.0","3.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365316552204107780","https://twitter.com/LisaDeBruine/status/1365316552204107780","#WebMorph finally has a manual! One of the best parts of giving a workshop on a program I wrote is that it makes me systematically do everything and fix all the annoying bugs. I also discovered a bunch of functions I added years ago and forgot about.

https://t.co/wiCMrLvxQj","2021-02-26 15:03 +0000","3090.0","56.0","0.018122977346278317","5.0","0.0","15.0","8.0","20.0","1.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365285003152736258","https://twitter.com/LisaDeBruine/status/1365285003152736258","I wondered what would happen if I really messed up a custom mask. I quite like this one #webMorphArt https://t.co/NvFNT39p8W","2021-02-26 12:58 +0000","2299.0","29.0","0.012614180078294911","1.0","0.0","4.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","20","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365236974928461829","https://twitter.com/LisaDeBruine/status/1365236974928461829","But the symmetric scrambles are the creepiest. https://t.co/6FSA3yPCia","2021-02-26 09:47 +0000","3565.0","149.0","0.04179523141654979","0.0","4.0","20.0","2.0","0.0","0.0","12.0","0.0","0","0","0","0","0","111","111","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365236677556506626","https://twitter.com/LisaDeBruine/status/1365236677556506626","More #webMorphArt You can use the image scrambler with template masks, so only scramble inside a specific masked area. https://t.co/ETLEvd1coI","2021-02-26 09:46 +0000","3987.0","121.0","0.03034863305743667","0.0","1.0","13.0","1.0","0.0","4.0","17.0","0.0","0","0","0","0","0","85","85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365208964867235840","https://twitter.com/LisaDeBruine/status/1365208964867235840","@RemiGau This is vastly superior in the number of combinations and their usefulness for understanding a person. I’m FLAG :)","2021-02-26 07:55 +0000","450.0","4.0","0.008888888888888889","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365207551202189315","https://twitter.com/LisaDeBruine/status/1365207551202189315","@JimGrange @DermotLynott I voted pro bono because I just agreed to one of these for the DGP and it only occurs to me now that I never even considered that I should be payed for it. I would have voted for remuneration if I didn’t have that concrete example.","2021-02-26 07:50 +0000","1431.0","17.0","0.011879804332634521","0.0","1.0","4.0","3.0","0.0","0.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1364954979988090880","https://twitter.com/LisaDeBruine/status/1364954979988090880","Today @IrisHolzleitner and I were prepping for Monday's Methods in Face Research Workshop and we made an #accidentalArt when averaging two images with different templates. I should probably fix @webmorph_org so this gives a useful error message, but I kind of like it :) https://t.co/gmqIYD81vw","2021-02-25 15:06 +0000","3009.0","133.0","0.044200731139913595","0.0","2.0","15.0","15.0","0.0","0.0","33.0","0.0","0","0","0","0","0","68","68","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1364860008459042818","https://twitter.com/LisaDeBruine/status/1364860008459042818","@Eavanmac @AGrayArchive I hadn’t, but now I’m registered! https://t.co/0l0RmOsmUl","2021-02-25 08:49 +0000","281.0","41.0","0.14590747330960854","0.0","0.0","2.0","0.0","0.0","0.0","8.0","0.0","0","0","0","0","0","31","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1364850780986085377","https://twitter.com/LisaDeBruine/status/1364850780986085377","@Eavanmac @AGrayArchive Oh wow, has it been a whole year already? I remember we were meant to go to a memorial event at the Mitchell Library, but it was one of the first things cancelled by covid.","2021-02-25 08:12 +0000","602.0","11.0","0.018272425249169437","0.0","1.0","0.0","1.0","1.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1364734120350351362","https://twitter.com/LisaDeBruine/status/1364734120350351362","@AndyPerfors I've submitted two positive stories of trans inclusiveness. I wondered if it's more impactful to spam it with identical copies of previous posts (so they have to read everything carefully), but I couldn't make myself submit that 🤮","2021-02-25 00:29 +0000","1041.0","17.0","0.01633045148895293","0.0","1.0","3.0","5.0","0.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1364557825473712134","https://twitter.com/LisaDeBruine/status/1364557825473712134","@psforscher I made a quick gist to get the data structure right (I think) so c1 and c2 don't vary within ID and covariate doesn't vary within group. It only took 109 seconds to fit, so I feel like something else is wrong with your data.

https://t.co/wWs5CJ0iH3","2021-02-24 12:48 +0000","209.0","6.0","0.028708133971291867","0.0","1.0","1.0","0.0","1.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1364555777453752324","https://twitter.com/LisaDeBruine/status/1364555777453752324","@psforscher (I'm not sure what type of variables C1 and C2 are. If they're factors with &gt; 2 levels then that will make things a lot more complicated.) But I can't figure out why else your model would be taking so long.","2021-02-24 12:40 +0000","337.0","10.0","0.02967359050445104","0.0","2.0","1.0","1.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
